event_id,ts_utc,site_id,mission_id,robot_id,agent_name,severity,event_type,error_code,payload
E000151,2026-05-20T08:12:43+00:00,SEOUL_TOWER_B,M00020,R006,dispatch_routing,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000152,2026-05-20T08:13:26+00:00,SEOUL_TOWER_B,M00020,R006,fault_recovery,WARN,MISSION_EXCEPTION,NAV_BLOCKED,"{""retry_scheduled"": false, ""max_retries"": 3}"
E000153,2026-05-20T08:12:59+00:00,SEOUL_TOWER_B,M00020,R006,ops_reporting,WARN,MISSION_FINALIZED,FINAL_WITH_ISSUE,"{""final_status"": ""FAILED_ESCALATED""}"
E000154,2026-05-20T07:46:33+00:00,SEOUL_TOWER_B,M00021,R010,fault_recovery,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000155,2026-05-20T07:46:34+00:00,SEOUL_TOWER_B,M00021,R010,customer_comms,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000156,2026-05-20T07:46:35+00:00,SEOUL_TOWER_B,M00021,R010,dispatch_routing,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000157,2026-05-20T07:46:36+00:00,SEOUL_TOWER_B,M00021,R010,customer_comms,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000158,2026-05-20T07:46:37+00:00,SEOUL_TOWER_B,M00021,R010,customer_comms,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
E000159,2026-05-20T07:46:38+00:00,SEOUL_TOWER_B,M00021,R010,fault_recovery,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000160,2026-05-20T07:46:53+00:00,SEOUL_TOWER_B,M00021,R010,ops_reporting,INFO,MISSION_FINALIZED,,"{""final_status"": ""COMPLETED""}"
E000161,2026-05-20T07:48:11+00:00,SEOUL_TOWER_B,M00022,R006,request_orchestrator,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000162,2026-05-20T07:48:12+00:00,SEOUL_TOWER_B,M00022,R006,customer_comms,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000163,2026-05-20T07:48:13+00:00,SEOUL_TOWER_B,M00022,R006,fault_recovery,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000164,2026-05-20T07:48:14+00:00,SEOUL_TOWER_B,M00022,R006,dispatch_routing,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000165,2026-05-20T07:48:15+00:00,SEOUL_TOWER_B,M00022,R006,customer_comms,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
E000166,2026-05-20T07:48:16+00:00,SEOUL_TOWER_B,M00022,R006,dispatch_routing,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000167,2026-05-20T07:48:31+00:00,SEOUL_TOWER_B,M00022,R006,ops_reporting,INFO,MISSION_FINALIZED,,"{""final_status"": ""COMPLETED""}"
E000168,2026-05-20T08:22:51+00:00,SEOUL_TOWER_B,M00023,R010,fault_recovery,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000169,2026-05-20T08:22:52+00:00,SEOUL_TOWER_B,M00023,R010,fault_recovery,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000170,2026-05-20T08:22:53+00:00,SEOUL_TOWER_B,M00023,R010,fault_recovery,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000171,2026-05-20T08:22:54+00:00,SEOUL_TOWER_B,M00023,R010,fault_recovery,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000172,2026-05-20T08:22:55+00:00,SEOUL_TOWER_B,M00023,R010,fault_recovery,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
E000173,2026-05-20T08:22:56+00:00,SEOUL_TOWER_B,M00023,R010,request_orchestrator,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000174,2026-05-20T08:22:46+00:00,SEOUL_TOWER_B,M00023,R010,fault_recovery,WARN,MISSION_EXCEPTION,BAT_LOW,"{""retry_scheduled"": false, ""max_retries"": 3}"
E000175,2026-05-20T08:23:12+00:00,SEOUL_TOWER_B,M00023,R010,ops_reporting,WARN,MISSION_FINALIZED,FINAL_WITH_ISSUE,"{""final_status"": ""FAILED_ESCALATED""}"
E000176,2026-05-20T08:22:04+00:00,SEOUL_TOWER_B,M00024,R007,dispatch_routing,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000177,2026-05-20T08:22:05+00:00,SEOUL_TOWER_B,M00024,R007,request_orchestrator,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000178,2026-05-20T08:22:06+00:00,SEOUL_TOWER_B,M00024,R007,dispatch_routing,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000179,2026-05-20T08:22:07+00:00,SEOUL_TOWER_B,M00024,R007,customer_comms,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000180,2026-05-20T08:22:08+00:00,SEOUL_TOWER_B,M00024,R007,customer_comms,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
E000181,2026-05-20T08:22:09+00:00,SEOUL_TOWER_B,M00024,R007,dispatch_routing,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000182,2026-05-20T08:21:59+00:00,SEOUL_TOWER_B,M00024,R007,fault_recovery,WARN,MISSION_EXCEPTION,DB_TIMEOUT,"{""retry_scheduled"": true, ""max_retries"": 3}"
E000183,2026-05-20T08:22:25+00:00,SEOUL_TOWER_B,M00024,R007,ops_reporting,WARN,MISSION_FINALIZED,FINAL_WITH_ISSUE,"{""final_status"": ""FAILED_RETRYABLE""}"
E000184,2026-05-20T08:28:06+00:00,SEOUL_TOWER_B,M00025,R006,customer_comms,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000185,2026-05-20T08:27:30+00:00,SEOUL_TOWER_B,M00025,R006,customer_comms,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000186,2026-05-20T08:27:31+00:00,SEOUL_TOWER_B,M00025,R006,request_orchestrator,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000187,2026-05-20T08:27:32+00:00,SEOUL_TOWER_B,M00025,R006,request_orchestrator,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000188,2026-05-20T08:27:33+00:00,SEOUL_TOWER_B,M00025,R006,fault_recovery,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
E000189,2026-05-20T08:27:34+00:00,SEOUL_TOWER_B,M00025,R006,dispatch_routing,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000190,2026-05-20T08:28:26+00:00,SEOUL_TOWER_B,M00025,R006,ops_reporting,INFO,MISSION_FINALIZED,,"{""final_status"": ""COMPLETED""}"
E000191,2026-05-20T08:04:46+00:00,SEOUL_TOWER_B,M00026,R008,customer_comms,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000192,2026-05-20T08:04:47+00:00,SEOUL_TOWER_B,M00026,R008,dispatch_routing,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000193,2026-05-20T08:04:48+00:00,SEOUL_TOWER_B,M00026,R008,fault_recovery,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000194,2026-05-20T08:04:49+00:00,SEOUL_TOWER_B,M00026,R008,fault_recovery,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000195,2026-05-20T08:04:50+00:00,SEOUL_TOWER_B,M00026,R008,customer_comms,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
E000196,2026-05-20T08:04:51+00:00,SEOUL_TOWER_B,M00026,R008,fault_recovery,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000197,2026-05-20T08:05:43+00:00,SEOUL_TOWER_B,M00026,R008,ops_reporting,INFO,MISSION_FINALIZED,,"{""final_status"": ""COMPLETED""}"
E000198,2026-05-20T07:55:25+00:00,SEOUL_TOWER_B,M00027,R004,customer_comms,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000199,2026-05-20T07:55:26+00:00,SEOUL_TOWER_B,M00027,R004,fault_recovery,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000200,2026-05-20T07:55:27+00:00,SEOUL_TOWER_B,M00027,R004,fault_recovery,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000201,2026-05-20T07:55:28+00:00,SEOUL_TOWER_B,M00027,R004,customer_comms,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000202,2026-05-20T07:55:29+00:00,SEOUL_TOWER_B,M00027,R004,fault_recovery,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
E000203,2026-05-20T07:55:30+00:00,SEOUL_TOWER_B,M00027,R004,fault_recovery,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000204,2026-05-20T07:55:15+00:00,SEOUL_TOWER_B,M00027,R004,ops_reporting,INFO,MISSION_FINALIZED,,"{""final_status"": ""COMPLETED""}"
E000205,2026-05-20T08:01:08+00:00,SEOUL_TOWER_B,M00028,R007,fault_recovery,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000206,2026-05-20T08:01:09+00:00,SEOUL_TOWER_B,M00028,R007,dispatch_routing,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000207,2026-05-20T08:01:10+00:00,SEOUL_TOWER_B,M00028,R007,request_orchestrator,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000208,2026-05-20T08:01:11+00:00,SEOUL_TOWER_B,M00028,R007,dispatch_routing,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000209,2026-05-20T08:01:12+00:00,SEOUL_TOWER_B,M00028,R007,fault_recovery,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
E000210,2026-05-20T08:01:13+00:00,SEOUL_TOWER_B,M00028,R007,request_orchestrator,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000211,2026-05-20T08:00:58+00:00,SEOUL_TOWER_B,M00028,R007,ops_reporting,INFO,MISSION_FINALIZED,,"{""final_status"": ""COMPLETED""}"
E000212,2026-05-20T08:37:09+00:00,SEOUL_TOWER_B,M00029,R009,dispatch_routing,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000213,2026-05-20T08:37:10+00:00,SEOUL_TOWER_B,M00029,R009,dispatch_routing,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000214,2026-05-20T08:37:11+00:00,SEOUL_TOWER_B,M00029,R009,dispatch_routing,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000215,2026-05-20T08:37:12+00:00,SEOUL_TOWER_B,M00029,R009,customer_comms,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000216,2026-05-20T08:37:13+00:00,SEOUL_TOWER_B,M00029,R009,fault_recovery,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
E000217,2026-05-20T08:37:14+00:00,SEOUL_TOWER_B,M00029,R009,fault_recovery,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000218,2026-05-20T08:36:48+00:00,SEOUL_TOWER_B,M00029,R009,fault_recovery,WARN,MISSION_EXCEPTION,NAV_BLOCKED,"{""retry_scheduled"": false, ""max_retries"": 3}"
E000219,2026-05-20T08:37:00+00:00,SEOUL_TOWER_B,M00029,R009,ops_reporting,WARN,MISSION_FINALIZED,FINAL_WITH_ISSUE,"{""final_status"": ""FAILED_ESCALATED""}"
E000220,2026-05-20T08:27:35+00:00,SEOUL_TOWER_B,M00030,R001,dispatch_routing,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000221,2026-05-20T08:27:36+00:00,SEOUL_TOWER_B,M00030,R001,fault_recovery,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000222,2026-05-20T08:27:00+00:00,SEOUL_TOWER_B,M00030,R001,dispatch_routing,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000223,2026-05-20T08:27:01+00:00,SEOUL_TOWER_B,M00030,R001,fault_recovery,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000224,2026-05-20T08:27:02+00:00,SEOUL_TOWER_B,M00030,R001,dispatch_routing,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
E000225,2026-05-20T08:27:03+00:00,SEOUL_TOWER_B,M00030,R001,fault_recovery,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000226,2026-05-20T08:27:14+00:00,SEOUL_TOWER_B,M00030,R001,fault_recovery,WARN,MISSION_EXCEPTION,NAV_BLOCKED,"{""retry_scheduled"": true, ""max_retries"": 3}"
E000227,2026-05-20T08:27:26+00:00,SEOUL_TOWER_B,M00030,R001,ops_reporting,WARN,MISSION_FINALIZED,FINAL_WITH_ISSUE,"{""final_status"": ""FAILED_RETRYABLE""}"
E000228,2026-05-20T07:58:31+00:00,SEOUL_TOWER_B,M00031,R003,dispatch_routing,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000229,2026-05-20T07:58:32+00:00,SEOUL_TOWER_B,M00031,R003,fault_recovery,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000230,2026-05-20T07:58:33+00:00,SEOUL_TOWER_B,M00031,R003,request_orchestrator,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000231,2026-05-20T07:58:34+00:00,SEOUL_TOWER_B,M00031,R003,request_orchestrator,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000232,2026-05-20T07:58:35+00:00,SEOUL_TOWER_B,M00031,R003,fault_recovery,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
E000233,2026-05-20T07:58:36+00:00,SEOUL_TOWER_B,M00031,R003,dispatch_routing,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000234,2026-05-20T07:58:58+00:00,SEOUL_TOWER_B,M00031,R003,ops_reporting,INFO,MISSION_FINALIZED,,"{""final_status"": ""COMPLETED""}"
E000235,2026-05-20T08:32:37+00:00,SEOUL_TOWER_B,M00032,R004,customer_comms,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000236,2026-05-20T08:32:38+00:00,SEOUL_TOWER_B,M00032,R004,request_orchestrator,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000237,2026-05-20T08:32:39+00:00,SEOUL_TOWER_B,M00032,R004,request_orchestrator,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000238,2026-05-20T08:32:40+00:00,SEOUL_TOWER_B,M00032,R004,fault_recovery,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000239,2026-05-20T08:32:41+00:00,SEOUL_TOWER_B,M00032,R004,customer_comms,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
E000240,2026-05-20T08:32:42+00:00,SEOUL_TOWER_B,M00032,R004,customer_comms,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000241,2026-05-20T08:33:04+00:00,SEOUL_TOWER_B,M00032,R004,ops_reporting,INFO,MISSION_FINALIZED,,"{""final_status"": ""COMPLETED""}"
E000242,2026-05-20T08:45:08+00:00,SEOUL_TOWER_B,M00033,R006,customer_comms,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000243,2026-05-20T08:45:09+00:00,SEOUL_TOWER_B,M00033,R006,fault_recovery,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000244,2026-05-20T08:45:10+00:00,SEOUL_TOWER_B,M00033,R006,dispatch_routing,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000245,2026-05-20T08:45:11+00:00,SEOUL_TOWER_B,M00033,R006,request_orchestrator,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000246,2026-05-20T08:45:12+00:00,SEOUL_TOWER_B,M00033,R006,fault_recovery,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
E000247,2026-05-20T08:45:13+00:00,SEOUL_TOWER_B,M00033,R006,customer_comms,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000248,2026-05-20T08:45:35+00:00,SEOUL_TOWER_B,M00033,R006,ops_reporting,INFO,MISSION_FINALIZED,,"{""final_status"": ""COMPLETED""}"
E000249,2026-05-20T08:01:03+00:00,SEOUL_TOWER_B,M00034,R001,request_orchestrator,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000250,2026-05-20T08:01:04+00:00,SEOUL_TOWER_B,M00034,R001,request_orchestrator,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000251,2026-05-20T08:01:05+00:00,SEOUL_TOWER_B,M00034,R001,customer_comms,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000252,2026-05-20T08:01:06+00:00,SEOUL_TOWER_B,M00034,R001,customer_comms,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000253,2026-05-20T08:01:07+00:00,SEOUL_TOWER_B,M00034,R001,request_orchestrator,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
E000254,2026-05-20T08:01:08+00:00,SEOUL_TOWER_B,M00034,R001,request_orchestrator,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000255,2026-05-20T08:01:19+00:00,SEOUL_TOWER_B,M00034,R001,fault_recovery,ERROR,MISSION_EXCEPTION,ELEV_TIMEOUT,"{""retry_scheduled"": false, ""max_retries"": 3}"
E000256,2026-05-20T08:01:31+00:00,SEOUL_TOWER_B,M00034,R001,ops_reporting,WARN,MISSION_FINALIZED,FINAL_WITH_ISSUE,"{""final_status"": ""FAILED_ESCALATED""}"
E000257,2026-05-20T08:16:05+00:00,SEOUL_TOWER_B,M00035,R003,dispatch_routing,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000258,2026-05-20T08:16:06+00:00,SEOUL_TOWER_B,M00035,R003,fault_recovery,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000259,2026-05-20T08:15:30+00:00,SEOUL_TOWER_B,M00035,R003,request_orchestrator,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000260,2026-05-20T08:15:31+00:00,SEOUL_TOWER_B,M00035,R003,dispatch_routing,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000261,2026-05-20T08:15:32+00:00,SEOUL_TOWER_B,M00035,R003,request_orchestrator,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
E000262,2026-05-20T08:15:33+00:00,SEOUL_TOWER_B,M00035,R003,customer_comms,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000263,2026-05-20T08:16:21+00:00,SEOUL_TOWER_B,M00035,R003,fault_recovery,WARN,MISSION_EXCEPTION,BAT_LOW,"{""retry_scheduled"": true, ""max_retries"": 3}"
E000264,2026-05-20T08:16:33+00:00,SEOUL_TOWER_B,M00035,R003,ops_reporting,WARN,MISSION_FINALIZED,FINAL_WITH_ISSUE,"{""final_status"": ""FAILED_RETRYABLE""}"
E000265,2026-05-20T08:38:30+00:00,SEOUL_TOWER_B,M00036,R012,dispatch_routing,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000266,2026-05-20T08:38:31+00:00,SEOUL_TOWER_B,M00036,R012,customer_comms,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000267,2026-05-20T08:38:32+00:00,SEOUL_TOWER_B,M00036,R012,customer_comms,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000268,2026-05-20T08:38:33+00:00,SEOUL_TOWER_B,M00036,R012,customer_comms,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000269,2026-05-20T08:38:34+00:00,SEOUL_TOWER_B,M00036,R012,fault_recovery,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
E000270,2026-05-20T08:38:35+00:00,SEOUL_TOWER_B,M00036,R012,customer_comms,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000271,2026-05-20T08:38:30+00:00,SEOUL_TOWER_B,M00036,R012,fault_recovery,ERROR,MISSION_EXCEPTION,SENSOR_WHEEL_MISMATCH,"{""retry_scheduled"": true, ""max_retries"": 3}"
E000272,2026-05-20T08:38:28+00:00,SEOUL_TOWER_B,M00036,R012,ops_reporting,WARN,MISSION_FINALIZED,FINAL_WITH_ISSUE,"{""final_status"": ""FAILED_RETRYABLE""}"
E000273,2026-05-20T08:49:47+00:00,SEOUL_TOWER_B,M00037,R002,request_orchestrator,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000274,2026-05-20T08:49:48+00:00,SEOUL_TOWER_B,M00037,R002,request_orchestrator,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000275,2026-05-20T08:49:49+00:00,SEOUL_TOWER_B,M00037,R002,dispatch_routing,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000276,2026-05-20T08:49:50+00:00,SEOUL_TOWER_B,M00037,R002,dispatch_routing,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000277,2026-05-20T08:49:51+00:00,SEOUL_TOWER_B,M00037,R002,fault_recovery,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
E000278,2026-05-20T08:49:52+00:00,SEOUL_TOWER_B,M00037,R002,request_orchestrator,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000279,2026-05-20T08:49:44+00:00,SEOUL_TOWER_B,M00037,R002,ops_reporting,INFO,MISSION_FINALIZED,,"{""final_status"": ""COMPLETED""}"
E000280,2026-05-20T08:15:19+00:00,SEOUL_TOWER_B,M00038,R012,dispatch_routing,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000281,2026-05-20T08:15:20+00:00,SEOUL_TOWER_B,M00038,R012,dispatch_routing,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000282,2026-05-20T08:15:21+00:00,SEOUL_TOWER_B,M00038,R012,dispatch_routing,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000283,2026-05-20T08:15:22+00:00,SEOUL_TOWER_B,M00038,R012,request_orchestrator,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000284,2026-05-20T08:15:23+00:00,SEOUL_TOWER_B,M00038,R012,dispatch_routing,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
E000285,2026-05-20T08:15:24+00:00,SEOUL_TOWER_B,M00038,R012,request_orchestrator,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000286,2026-05-20T08:15:19+00:00,SEOUL_TOWER_B,M00038,R012,fault_recovery,WARN,MISSION_EXCEPTION,DB_TIMEOUT,"{""retry_scheduled"": true, ""max_retries"": 3}"
E000287,2026-05-20T08:15:17+00:00,SEOUL_TOWER_B,M00038,R012,ops_reporting,WARN,MISSION_FINALIZED,FINAL_WITH_ISSUE,"{""final_status"": ""FAILED_RETRYABLE""}"
E000288,2026-05-20T08:03:38+00:00,SEOUL_TOWER_B,M00039,R002,customer_comms,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000289,2026-05-20T08:03:39+00:00,SEOUL_TOWER_B,M00039,R002,customer_comms,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000290,2026-05-20T08:03:40+00:00,SEOUL_TOWER_B,M00039,R002,fault_recovery,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000291,2026-05-20T08:03:41+00:00,SEOUL_TOWER_B,M00039,R002,request_orchestrator,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000292,2026-05-20T08:03:42+00:00,SEOUL_TOWER_B,M00039,R002,dispatch_routing,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
E000293,2026-05-20T08:03:43+00:00,SEOUL_TOWER_B,M00039,R002,fault_recovery,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000294,2026-05-20T08:03:38+00:00,SEOUL_TOWER_B,M00039,R002,fault_recovery,ERROR,MISSION_EXCEPTION,SENSOR_WHEEL_MISMATCH,"{""retry_scheduled"": false, ""max_retries"": 3}"
E000295,2026-05-20T08:03:36+00:00,SEOUL_TOWER_B,M00039,R002,ops_reporting,WARN,MISSION_FINALIZED,FINAL_WITH_ISSUE,"{""final_status"": ""FAILED_ESCALATED""}"
E000296,2026-05-20T08:22:00+00:00,SEOUL_TOWER_B,M00040,R003,customer_comms,INFO,MISSION_RECEIVED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000297,2026-05-20T08:22:01+00:00,SEOUL_TOWER_B,M00040,R003,request_orchestrator,INFO,MISSION_VALIDATED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000298,2026-05-20T08:22:02+00:00,SEOUL_TOWER_B,M00040,R003,dispatch_routing,INFO,ROBOT_ASSIGNED,,"{""attempt"": 1, ""note"": ""state transition""}"
E000299,2026-05-20T08:22:03+00:00,SEOUL_TOWER_B,M00040,R003,fault_recovery,INFO,ENROUTE_PICKUP,,"{""attempt"": 1, ""note"": ""state transition""}"
E000300,2026-05-20T08:22:04+00:00,SEOUL_TOWER_B,M00040,R003,dispatch_routing,INFO,LIFTING_VEHICLE,,"{""attempt"": 1, ""note"": ""state transition""}"
E000301,2026-05-20T08:22:05+00:00,SEOUL_TOWER_B,M00040,R003,customer_comms,INFO,ENROUTE_DROP,,"{""attempt"": 1, ""note"": ""state transition""}"
